100 8
100 8
100 8
110 9
110 8
110 8
120 8
120 8
120 9
130 9
130 9
130 8
140 9
140 8
140 9
150 9
150 9
150 9
160 9
160 9
160 9
170 9
170 9
170 9
180 9
180 9
180 9
190 9
190 9
190 9
200 9
200 9
200 9
210 9
210 9
210 9
220 9
220 9
220 9
230 9
230 9
230 9
240 9
240 9
240 9
250 10
250 10
250 9
260 10
260 10
260 9
270 10
270 10
270 10
280 10
280 10
280 10
290 10
290 10
290 10
300 10
300 10
300 10
310 10
310 10
310 10
320 10
320 10
320 10
330 10
330 10
330 10
340 10
340 10
340 10
350 10
350 10
350 10
360 10
360 10
360 10
370 10
370 10
370 10
380 10
380 10
380 10
390 10
390 10
390 10
400 10
400 11
400 10
410 10
410 10
410 10
420 10
420 10
420 11
430 11
430 10
430 10
440 11
440 10
440 10
450 10
450 11
450 10
460 11
460 11
460 11
470 11
470 11
470 11
480 11
480 11
480 11
490 11
490 11
490 11
500 11
500 10
500 10
510 11
510 11
510 11
520 11
520 11
520 10
530 11
530 11
530 11
540 11
540 11
540 11
550 11
550 11
550 11
560 11
560 11
560 11
570 11
570 11
570 11
580 11
580 11
580 11
590 11
590 11
590 11
600 11
600 11
600 11
610 11
610 11
610 11
620 11
620 11
620 11
630 11
630 11
630 11
640 11
640 11
640 11
650 11
650 11
650 11
660 11
660 11
660 11
670 12
670 11
670 11
680 11
680 11
680 11
690 11
690 11
690 11
700 11
700 11
700 11
710 12
710 11
710 11
720 11
720 11
720 11
730 11
730 12
730 12
740 11
740 12
740 12
750 11
750 11
750 11
760 11
760 12
760 11
770 11
770 11
770 11
780 12
780 11
780 12
790 12
790 12
790 12
800 12
800 11
800 11
810 12
810 12
810 11
820 12
820 11
820 12
830 12
830 12
830 11
840 11
840 12
840 12
850 12
850 12
850 11
860 11
860 12
860 12
870 12
870 12
870 12
880 12
880 12
880 12
890 11
890 12
890 12
900 12
900 12
900 12
910 12
910 12
910 12
920 12
920 12
920 12
930 12
930 12
930 12
940 12
940 12
940 12
950 12
950 12
950 12
960 12
960 12
960 12
970 12
970 12
970 12
980 12
980 12
980 12
990 12
990 12
990 12
1000 12
1000 12
1000 12
1010 12
1010 12
1010 12
1020 12
1020 12
1020 12
1030 12
1030 12
1030 12
1040 12
1040 12
1040 12
1050 12
1050 12
1050 12
1060 12
1060 12
1060 12
1070 12
1070 12
1070 12
1080 12
1080 12
1080 12
1090 12
1090 12
1090 12
1100 12
1100 12
1100 12
1110 12
1110 12
1110 12
1120 12
1120 12
1120 12
1130 12
1130 12
1130 12
1140 12
1140 12
1140 12
1150 13
1150 12
1150 12
1160 12
1160 12
1160 12
1170 12
1170 12
1170 12
1180 12
1180 12
1180 12
1190 12
1190 13
1190 12
1200 13
1200 12
1200 12
1210 13
1210 12
1210 12
1220 13
1220 12
1220 12
1230 13
1230 12
1230 13
1240 12
1240 12
1240 12
1250 12
1250 13
1250 12
1260 13
1260 12
1260 12
1270 12
1270 12
1270 13
1280 13
1280 12
1280 12
1290 12
1290 13
1290 12
1300 12
1300 12
1300 13
1310 12
1310 12
1310 13
1320 13
1320 12
1320 12
1330 13
1330 12
1330 12
1340 12
1340 13
1340 12
1350 13
1350 12
1350 13
1360 13
1360 13
1360 13
1370 12
1370 13
1370 12
1380 13
1380 12
1380 12
1390 12
1390 12
1390 13
1400 13
1400 12
1400 12
1410 13
1410 12
1410 13
1420 13
1420 12
1420 13
1430 12
1430 13
1430 13
1440 13
1440 12
1440 13
1450 13
1450 12
1450 12
1460 13
1460 12
1460 13
1470 13
1470 13
1470 13
1480 13
1480 13
1480 12
1490 13
1490 13
1490 13
1500 13
1500 13
1500 13
1510 13
1510 13
1510 13
1520 13
1520 13
1520 13
1530 13
1530 13
1530 13
1540 13
1540 13
1540 12
1550 13
1550 13
1550 13
1560 13
1560 13
1560 13
1570 13
1570 13
1570 13
1580 13
1580 12
1580 13
1590 13
1590 13
1590 13
1600 13
1600 13
1600 13
1610 12
1610 13
1610 13
1620 13
1620 13
1620 13
1630 13
1630 13
1630 13
1640 13
1640 13
1640 13
1650 13
1650 13
1650 13
1660 13
1660 13
1660 13
1670 13
1670 13
1670 13
1680 13
1680 13
1680 13
1690 13
1690 13
1690 13
1700 13
1700 13
1700 13
1710 13
1710 13
1710 13
1720 13
1720 13
1720 13
1730 13
1730 13
1730 13
1740 13
1740 13
1740 13
1750 13
1750 13
1750 13
1760 13
1760 13
1760 13
1770 13
1770 13
1770 13
1780 13
1780 13
1780 13
1790 13
1790 13
1790 13
1800 13
1800 13
1800 13
1810 13
1810 13
1810 13
1820 13
1820 13
1820 13
1830 13
1830 13
1830 13
1840 13
1840 13
1840 13
1850 13
1850 13
1850 13
1860 13
1860 13
1860 13
1870 13
1870 13
1870 13
1880 13
1880 13
1880 13
1890 13
1890 13
1890 13
1900 13
1900 13
1900 13
1910 13
1910 13
1910 13
1920 13
1920 13
1920 13
1930 13
1930 13
1930 13
1940 13
1940 13
1940 13
1950 13
1950 13
1950 13
1960 13
1960 13
1960 13
1970 13
1970 13
1970 13
1980 13
1980 13
1980 13
1990 13
1990 13
1990 13
2000 13
2000 13
2000 13
2010 13
2010 13
2010 13
2020 13
2020 13
2020 13
2030 13
2030 13
2030 13
2040 13
2040 13
2040 13
2050 13
2050 13
2050 13
2060 13
2060 13
2060 13
2070 13
2070 13
2070 13
2080 13
2080 13
2080 13
2090 13
2090 14
2090 13
2100 13
2100 13
2100 14
2110 13
2110 13
2110 13
2120 13
2120 14
2120 13
2130 13
2130 14
2130 14
2140 13
2140 13
2140 13
2150 13
2150 13
2150 13
2160 13
2160 13
2160 13
2170 13
2170 13
2170 13
2180 14
2180 14
2180 13
2190 13
2190 13
2190 13
2200 13
2200 13
2200 13
2210 13
2210 13
2210 13
2220 14
2220 14
2220 13
2230 13
2230 13
2230 13
2240 14
2240 13
2240 13
2250 13
2250 13
2250 14
2260 13
2260 13
2260 13
2270 13
2270 13
2270 14
2280 13
2280 13
2280 14
2290 13
2290 14
2290 13
2300 13
2300 14
2300 13
2310 14
2310 13
2310 14
2320 13
2320 14
2320 13
2330 14
2330 14
2330 13
2340 13
2340 13
2340 13
2350 14
2350 13
2350 13
2360 13
2360 13
2360 13
2370 13
2370 13
2370 14
2380 14
2380 13
2380 13
2390 13
2390 13
2390 14
2400 13
2400 14
2400 13
2410 13
2410 13
2410 14
2420 14
2420 14
2420 13
2430 13
2430 13
2430 14
2440 13
2440 14
2440 13
2450 14
2450 14
2450 14
2460 14
2460 13
2460 13
2470 13
2470 13
2470 13
2480 14
2480 14
2480 14
2490 14
2490 13
2490 14
2500 14
2500 14
2500 13
2510 14
2510 14
2510 14
2520 14
2520 14
2520 13
2530 14
2530 14
2530 14
2540 13
2540 13
2540 14
2550 14
2550 14
2550 14
2560 14
2560 13
2560 14
2570 14
2570 14
2570 13
2580 14
2580 14
2580 14
2590 13
2590 13
2590 14
2600 14
2600 14
2600 14
2610 14
2610 14
2610 14
2620 14
2620 13
2620 14
2630 14
2630 14
2630 14
2640 14
2640 14
2640 14
2650 14
2650 13
2650 13
2660 14
2660 13
2660 14
2670 14
2670 14
2670 14
2680 13
2680 14
2680 13
2690 14
2690 14
2690 13
2700 13
2700 14
2700 14
2710 13
2710 14
2710 14
2720 14
2720 13
2720 14
2730 14
2730 14
2730 14
2740 13
2740 13
2740 14
2750 14
2750 14
2750 13
2760 14
2760 14
2760 14
2770 14
2770 14
2770 14
2780 14
2780 14
2780 14
2790 14
2790 14
2790 14
2800 14
2800 14
2800 14
2810 14
2810 14
2810 14
2820 14
2820 14
2820 14
2830 14
2830 14
2830 14
2840 14
2840 13
2840 14
2850 14
2850 14
2850 14
2860 14
2860 14
2860 14
2870 14
2870 14
2870 14
2880 14
2880 14
2880 14
2890 14
2890 14
2890 14
2900 14
2900 14
2900 14
2910 14
2910 14
2910 14
2920 14
2920 14
2920 14
2930 14
2930 14
2930 14
2940 14
2940 14
2940 14
2950 14
2950 14
2950 14
2960 14
2960 14
2960 14
2970 14
2970 14
2970 14
2980 14
2980 14
2980 14
2990 14
2990 14
2990 14
3000 14
3000 14
3000 14
3010 14
3010 14
3010 14
3020 14
3020 14
3020 14
3030 14
3030 14
3030 14
3040 14
3040 14
3040 14
3050 14
3050 14
3050 14
3060 14
3060 14
3060 14
3070 14
3070 14
3070 14
3080 14
3080 14
3080 14
3090 14
3090 14
3090 14
3100 14
3100 14
3100 14
3110 14
3110 14
3110 14
3120 14
3120 14
3120 14
3130 14
3130 14
3130 14
3140 14
3140 14
3140 14
3150 14
3150 14
3150 14
3160 14
3160 14
3160 14
3170 14
3170 14
3170 14
3180 14
3180 14
3180 14
3190 14
3190 14
3190 14
3200 14
3200 14
3200 14
3210 14
3210 14
3210 14
3220 14
3220 14
3220 14
3230 14
3230 14
3230 14
3240 14
3240 14
3240 14
3250 14
3250 14
3250 14
3260 14
3260 14
3260 14
3270 14
3270 14
3270 14
3280 14
3280 14
3280 14
3290 14
3290 14
3290 14
3300 14
3300 14
3300 14
3310 14
3310 14
3310 14
3320 14
3320 14
3320 14
3330 14
3330 14
3330 14
3340 14
3340 14
3340 14
3350 14
3350 14
3350 14
3360 14
3360 14
3360 14
3370 14
3370 14
3370 14
3380 14
3380 14
3380 14
3390 14
3390 14
3390 14
3400 14
3400 14
3400 14
3410 14
3410 14
3410 14
3420 14
3420 14
3420 14
3430 14
3430 14
3430 14
3440 14
3440 14
3440 14
3450 14
3450 14
3450 14
3460 14
3460 14
3460 14
3470 14
3470 14
3470 14
3480 14
3480 14
3480 14
3490 14
3490 14
3490 14
3500 14
3500 14
3500 14
3510 14
3510 14
3510 15
3520 14
3520 14
3520 14
3530 14
3530 14
3530 14
3540 14
3540 14
3540 14
3550 14
3550 14
3550 14
3560 14
3560 14
3560 14
3570 14
3570 14
3570 14
3580 14
3580 14
3580 14
3590 14
3590 14
3590 14
3600 14
3600 14
3600 14
3610 14
3610 15
3610 14
3620 14
3620 14
3620 15
3630 14
3630 14
3630 14
3640 14
3640 14
3640 14
3650 14
3650 14
3650 14
3660 14
3660 14
3660 14
3670 15
3670 14
3670 14
3680 14
3680 14
3680 14
3690 14
3690 14
3690 14
3700 15
3700 14
3700 15
3710 14
3710 14
3710 14
3720 14
3720 14
3720 14
3730 14
3730 14
3730 14
3740 14
3740 14
3740 14
3750 14
3750 15
3750 14
3760 14
3760 14
3760 14
3770 14
3770 14
3770 14
3780 14
3780 14
3780 15
3790 15
3790 14
3790 14
3800 14
3800 14
3800 14
3810 14
3810 14
3810 15
3820 14
3820 14
3820 14
3830 14
3830 14
3830 14
3840 15
3840 14
